"Order","Level","Code","Parent","Code","Parent","Description","Self-explanatory texts","Supplementary unit"
"514211","3","020700000080","020020000090","0207","02"," Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen","Meat and edible offal of fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls, fresh, chilled or frozen",
"514212","4","020711000010","020700000080",,"0207"," -  Of fowls of the species Gallus domesticus",,
"514213","5","020711000080","020711000010","0207 11",," - - Not cut in pieces, fresh or chilled","Fresh or chilled fowls of the species Gallus domesticus, not cut in pieces",
"514214","6","020711100080","020711000080","0207 11 10","0207 11"," - - - Plucked and gutted, with heads and feet, known as ‘83 % chickens’","Fresh or chilled, plucked and gutted fowls of species Gallus domesticus, with heads and feet, known as ""83% chickens""","-"
"514215","6","020711300080","020711000080","0207 11 30","0207 11"," - - - Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as ‘70 % chickens’","Fresh or chilled, plucked and drawn fowls of species Gallus domesticus, without heads and feet but with necks, hearts, livers and gizzards, known as ""70% chickens""","-"
"514216","6","020711900080","020711000080","0207 11 90","0207 11"," - - - Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as ‘65 % chickens’, or otherwise presented","Fresh or chilled, plucked and drawn fowls of species Gallus domesticus, without heads, feet, necks, hearts, livers and gizzards, known as ""65% chickens"", and other forms of fresh or chilled fowl, not cut in pieces (excl. ""83% and 70% chickens"")","-"
"514217","5","020712000080","020711000010","0207 12",," - - Not cut in pieces, frozen","Frozen fowls of the species Gallus domesticus, not cut in pieces",
"514218","6","020712100080","020712000080","0207 12 10","0207 12"," - - - Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as ‘70 % chickens’","Frozen fowls of species Gallus domesticus, plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as ""70% chickens""","-"
"514219","6","020712900080","020712000080","0207 12 90","0207 12"," - - - Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as ‘65 % chickens’, or otherwise presented","Frozen fowls of species Gallus domesticus, plucked and drawn, without heads, feet, necks, hearts, livers and gizzards, known as ""70% chickens"", and other forms of fowl, not cut in pieces","-"
"514220","5","020713000080","020711000010","0207 13",," - - Cuts and offal, fresh or chilled","Fresh or chilled cuts and edible offal of fowls of the species Gallus domesticus",
"514221","6","020713100010","020713000080",,"0207 13"," - - - Cuts",,
"514222","7","020713100080","020713100010","0207 13 10",," - - - - Boneless","Fresh or chilled boneless cuts of fowls of the species Gallus domesticus","-"
"514223","7","020713200010","020713100010",,," - - - - With bone in",,
"514224","8","020713200080","020713200010","0207 13 20",," - - - - - Halves or quarters","Fresh or chilled halves or quarters of fowls of the species Gallus domesticus","-"
"514225","8","020713300080","020713200010","0207 13 30",," - - - - - Whole wings, with or without tips","Fresh or chilled whole wings, with or without tips, of fowls of the species Gallus domesticus","-"
"514226","8","020713400080","020713200010","0207 13 40",," - - - - - Backs, necks, backs with necks attached, rumps and wing tips","Fresh or chilled backs, necks, backs with necks attached, rumps and wing tips of fowls of the species Gallus domesticus","-"
"514227","8","020713500080","020713200010","0207 13 50",," - - - - - Breasts and cuts thereof","Fresh or chilled breasts and cuts thereof of fowls of the species Gallus domesticus, with bone in","-"
"514228","8","020713600080","020713200010","0207 13 60",," - - - - - Legs and cuts thereof","Fresh or chilled legs and cuts thereof of fowls of the species Gallus domesticus, with bone in","-"
"514229","8","020713700080","020713200010","0207 13 70",," - - - - - Other","Fresh or chilled cuts of fowls of the species Gallus domesticus, with bone in (excl. halves and quarters, whole wings, with or without tips, backs, necks, backs with necks attached, rumps and wing tips, breasts, legs and parts thereof)","-"
"514230","6","020713910010","020713000080",,"0207 13"," - - - Offal",,
"514231","7","020713910080","020713910010","0207 13 91",," - - - - Livers","Fresh or chilled edible livers of fowls of the species Gallus domesticus","-"
"514232","7","020713990080","020713910010","0207 13 99",," - - - - Other","Fresh or chilled edible offal of fowls of the species Gallus domesticus (excl. livers)","-"
"514233","5","020714000080","020711000010","0207 14",," - - Cuts and offal, frozen","Frozen cuts and edible offal of fowls of the species Gallus domesticus",
"514234","6","020714100010","020714000080",,"0207 14"," - - - Cuts",,
"514235","7","020714100080","020714100010","0207 14 10",," - - - - Boneless","Frozen boneless cuts of fowls of the species Gallus domesticus","-"
"514236","7","020714200010","020714100010",,," - - - - With bone in",,
"514237","8","020714200080","020714200010","0207 14 20",," - - - - - Halves or quarters","Frozen halves or quarters of fowls of the species Gallus domesticus","-"
"514238","8","020714300080","020714200010","0207 14 30",," - - - - - Whole wings, with or without tips","Frozen whole wings, with or without tips, of fowls of the species Gallus domesticus","-"
"514239","8","020714400080","020714200010","0207 14 40",," - - - - - Backs, necks, backs with necks attached, rumps and wing tips","Frozen backs, necks, backs with necks attached, rumps and wing tips of fowls of the species Gallus domesticus","-"
"514240","8","020714500080","020714200010","0207 14 50",," - - - - - Breasts and cuts thereof","Frozen breasts and cuts thereof of fowls of the species Gallus domesticus, with bone in","-"
"514241","8","020714600080","020714200010","0207 14 60",," - - - - - Legs and cuts thereof","Frozen legs and cuts thereof of fowls of the species Gallus domesticus, with bone in","-"
"514242","8","020714700080","020714200010","0207 14 70",," - - - - - Other","Frozen cuts of fowls of the species Gallus domesticus, with bone in (excl. halves or quarters, whole wings, with or without tips, backs, necks, backs with necks attached, rumps and wing tips, breasts, legs and cuts thereof)","-"
"514243","6","020714910010","020714000080",,"0207 14"," - - - Offal",,
"514244","7","020714910080","020714910010","0207 14 91",," - - - - Livers","Frozen edible livers of fowls of the species Gallus domesticus","-"
"514245","7","020714990080","020714910010","0207 14 99",," - - - - Other","Frozen edible offal of fowls of the species Gallus domesticus (excl. livers)","-"
"514246","4","020724000010","020700000080",,"0207"," -  Of turkeys",,
"514247","5","020724000080","020724000010","0207 24",," - - Not cut in pieces, fresh or chilled","Fresh or chilled turkeys of the species domesticus, not cut in pieces",
"514248","6","020724100080","020724000080","0207 24 10","0207 24"," - - - Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as ‘80 % turkeys’","Fresh or chilled, plucked and drawn turkeys of the species domesticus, without heads and feet but with necks, hearts, livers and gizzards, known as ""80% turkeys""","-"
"514249","6","020724900080","020724000080","0207 24 90","0207 24"," - - - Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as ‘73 % turkeys’, or otherwise presented","Fresh or chilled, plucked and drawn turkeys of the species domesticus, without heads, feet, necks, hearts, livers and gizzards, known as ""73% turkeys"", and other forms of fresh or chilled turkeys, not cut in pieces (excl. ""80% turkeys"")","-"
"514250","5","020725000080","020724000010","0207 25",," - - Not cut in pieces, frozen","Frozen turkeys of the species domesticus, not cut into pieces",
"514251","6","020725100080","020725000080","0207 25 10","0207 25"," - - - Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as ‘80 % turkeys’","Frozen turkeys of the species domesticus, plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as ""80% turkeys""","-"
"514252","6","020725900080","020725000080","0207 25 90","0207 25"," - - - Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as ‘73 % turkeys’, or otherwise presented","Frozen turkeys of the species domesticus, plucked and drawn, without heads, feet, necks, hearts, livers and gizzards, known as ""73% turkeys"", and other forms of turkeys, not cut in pieces (excl. ""80% turkeys"")","-"
"514253","5","020726000080","020724000010","0207 26",," - - Cuts and offal, fresh or chilled","Fresh or chilled cuts and edible offal of turkeys of the species domesticus",
"514254","6","020726100010","020726000080",,"0207 26"," - - - Cuts",,
"514255","7","020726100080","020726100010","0207 26 10",," - - - - Boneless","Fresh or chilled boneless cuts of turkeys of the species domesticus","-"
"514256","7","020726200010","020726100010",,," - - - - With bone in",,
"514257","8","020726200080","020726200010","0207 26 20",," - - - - - Halves or quarters","Fresh or chilled halves or quarters of turkeys of the species domesticus","-"
"514258","8","020726300080","020726200010","0207 26 30",," - - - - - Whole wings, with or without tips","Fresh or chilled whole wings, with or without tips, of turkeys of the species domesticus","-"
"514259","8","020726400080","020726200010","0207 26 40",," - - - - - Backs, necks, backs with necks attached, rumps and wing tips","Fresh or chilled backs, necks, backs with necks attached, rumps and wing tips of turkeys of the species domesticus","-"
"514260","8","020726500080","020726200010","0207 26 50",," - - - - - Breasts and cuts thereof","Fresh or chilled breasts and cuts thereof of turkeys of the species domesticus, with bone in","-"
"514261","8","020726600010","020726200010",,," - - - - - Legs and cuts thereof",,
"514262","9","020726600080","020726600010","0207 26 60",," - - - - - - Drumsticks and cuts of drumsticks","Fresh or chilled drumsticks and cuts thereof of turkeys of the species domesticus, with bone in","-"
"514263","9","020726700080","020726600010","0207 26 70",," - - - - - - Other","Fresh or chilled legs and cuts thereof of turkeys of the species domesticus, with bone in (excl. drumsticks)","-"
"514264","8","020726800080","020726200010","0207 26 80",," - - - - - Other","Fresh or chilled cuts of turkeys of the species domesticus, with bone in (excl. halves or quarters, whole wings, with or without tips, backs, necks, backs with necks attached, rumps and wing tips, breasts, legs and cuts thereof)","-"
"514265","6","020726910010","020726000080",,"0207 26"," - - - Offal",,
"514266","7","020726910080","020726910010","0207 26 91",," - - - - Livers","Fresh or chilled edible livers of turkeys of the species domesticus","-"
"514267","7","020726990080","020726910010","0207 26 99",," - - - - Other","Fresh or chilled edible offal of turkeys of the species domesticus (excl. livers)","-"
"514268","5","020727000080","020724000010","0207 27",," - - Cuts and offal, frozen","Frozen cuts and edible offal of turkeys of the species domesticus",
"514269","6","020727100010","020727000080",,"0207 27"," - - - Cuts",,
"514270","7","020727100080","020727100010","0207 27 10",," - - - - Boneless","Frozen boneless cuts of turkeys of the species domesticus","-"
"514271","7","020727200010","020727100010",,," - - - - With bone in",,
"514272","8","020727200080","020727200010","0207 27 20",," - - - - - Halves or quarters","Frozen halves and quarters of turkeys of the species domesticus","-"
"514273","8","020727300080","020727200010","0207 27 30",," - - - - - Whole wings, with or without tips","Frozen whole wings, with or without tips, of turkeys of the species domesticus","-"
"514274","8","020727400080","020727200010","0207 27 40",," - - - - - Backs, necks, backs with necks attached, rumps and wing tips","Frozen backs, necks, backs with necks attached, rumps and wing tips of turkeys of the species domesticus","-"
