"Order","Level","Code","Parent","Code","Parent","Description","Self-explanatory texts","Supplementary unit","Description of supplementary unit"
"314903","7","020450710080","020450710010","0204 50 71",,"---- Cuts with bone in","Frozen cuts of goat, with bone in (excl. carcases and half-carcases, short forequarters, chines and/or best ends, and legs)",,
"314904","7","020450790080","020450710010","0204 50 79",,"---- Boneless cuts","Frozen boneless cuts of goat",,
"314905","3","020500000080","020021000090","0205 00","02"," Meat of horses, asses, mules or hinnies, fresh, chilled or frozen","Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",,
"314906","4","020500200080","020500000080","0205 00 20","0205 00","- Fresh or chilled","Fresh or chilled meat of horses, asses, mules or hinnies",,
"314907","4","020500800080","020500000080","0205 00 80","0205 00","- Frozen","Frozen meat of horses, asses, mules or hinnies",,
"314908","3","020600000080","020021000090","0206","02"," Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen","Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",,
"314909","4","020610000080","020600000080","0206 10","0206","- Of bovine animals, fresh or chilled","Fresh or chilled edible offal of bovine animals",,
"314910","5","020610100080","020610000080","0206 10 10","0206 10","-- For the manufacture of pharmaceutical products","Fresh or chilled edible bovine offal for manufacture of pharmaceutical products",,
"314911","5","020610910010","020610000080",,"0206 10","-- Other",,,
"314912","6","020610910080","020610910010","0206 10 91",,"--- Livers","Fresh or chilled edible bovine livers (excl. for manufacture of pharmaceutical products)",,
"314913","6","020610950080","020610910010","0206 10 95",,"--- Thick skirt and thin skirt","Fresh or chilled edible bovine thick and thin skirt (excl. for manufacture of pharmaceutical products)",,
"314914","6","020610990080","020610910010","0206 10 99",,"--- Other","Fresh or chilled edible bovine offal (excl. for manufacture of pharmaceutical products, livers and thick and thin skirt)",,
"314915","4","020621000010","020600000080",,"0206","- Of bovine animals, frozen",,,
"314916","5","020621000080","020621000010","0206 21 00",,"-- Tongues","Frozen edible bovine tongues",,
"314917","5","020622000080","020621000010","0206 22 00",,"-- Livers","Frozen edible bovine livers",,
"314918","5","020629000080","020621000010","0206 29",,"-- Other","Frozen edible bovine offal (excl. tongues and livers)",,
"314919","6","020629100080","020629000080","0206 29 10","0206 29","--- For the manufacture of pharmaceutical products","Frozen edible bovine offal for manufacture of pharmaceutical products (excl. tongues and livers)",,
"314920","6","020629910010","020629000080",,"0206 29","--- Other",,,
"314921","7","020629910080","020629910010","0206 29 91",,"---- Thick skirt and thin skirt","Frozen edible bovine thick and thin skirt (excl. for manufacture of pharmaceutical products)",,
"314922","7","020629990080","020629910010","0206 29 99",,"---- Other","Frozen edible bovine offal (excl. for manufacture of pharmaceutical products, tongues, livers and thick and thin skirt)",,
"314923","4","020630000080","020600000080","0206 30 00","0206","- Of swine, fresh or chilled","Fresh or chilled edible offal of swine",,
"314924","4","020641000010","020600000080",,"0206","- Of swine, frozen",,,
"314925","5","020641000080","020641000010","0206 41 00",,"-- Livers","Frozen edible livers of swine",,
"314926","5","020649000080","020641000010","0206 49",,"-- Other","Edible offal of swine, frozen (excl. livers)",,
"314927","6","020649200080","020649000080","0206 49 20","0206 49","--- Of domestic swine","Frozen edible offal of domestic swine (excl. livers)",,
"314928","6","020649800080","020649000080","0206 49 80","0206 49","--- Other","Frozen edible offal of non-domestic swine (excl. livers)",,
"314929","4","020680000080","020600000080","0206 80","0206","- Other, fresh or chilled","Fresh or chilled edible offal of sheep, goats, horses, asses, mules and hinnies",,
"314930","5","020680100080","020680000080","0206 80 10","0206 80","-- For the manufacture of pharmaceutical products","Fresh or chilled edible offal of sheep, goats, horses, asses, mules and hinnies, for manufacture of pharmaceutical products",,
"314931","5","020680910010","020680000080",,"0206 80","-- Other",,,
"314932","6","020680910080","020680910010","0206 80 91",,"--- Of horses, asses, mules and hinnies","Fresh or chilled edible offal of horses, asses, mules and hinnies (excl. for manufacture of pharmaceutical products)",,
"314933","6","020680990080","020680910010","0206 80 99",,"--- Of sheep and goats","Fresh or chilled edible offal of sheep and goats (excl. for manufacture of pharmaceutical products)",,
"314934","4","020690000080","020600000080","0206 90","0206","- Other, frozen","Frozen edible offal of sheep, goats, horses, asses, mules and hinnies",,
"314935","5","020690100080","020690000080","0206 90 10","0206 90","-- For the manufacture of pharmaceutical products","Frozen edible offal of sheep, goats, horses, mules and hinnies, for manufacture of pharmaceutical products",,
"314936","5","020690910010","020690000080",,"0206 90","-- Other",,,
"314937","6","020690910080","020690910010","0206 90 91",,"--- Of horses, asses, mules and hinnies","Frozen edible offal of horses, asses, mules and hinnies (excl. for manufacture of pharmaceutical products)",,
"314938","6","020690990080","020690910010","0206 90 99",,"--- Of sheep and goats","Frozen edible offal of sheep and goats (excl. for manufacture of pharmaceutical products)",,
"314939","3","020700000080","020021000090","0207","02"," Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen","Meat and edible offal of fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls, fresh, chilled or frozen",,
"314940","4","020711000010","020700000080",,"0207","- Of fowls of the species Gallus domesticus",,,
"314941","5","020711000080","020711000010","0207 11",,"-- Not cut in pieces, fresh or chilled","Fresh or chilled fowls of the species Gallus domesticus, not cut in pieces",,
"314942","6","020711100080","020711000080","0207 11 10","0207 11","--- Plucked and gutted, with heads and feet, known as ‘83 % chickens’","Fresh or chilled, plucked and gutted fowls of species Gallus domesticus, with heads and feet, known as ""83% chickens""",,
"314943","6","020711300080","020711000080","0207 11 30","0207 11","--- Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as ‘70 % chickens’","Fresh or chilled, plucked and drawn fowls of species Gallus domesticus, without heads and feet but with necks, hearts, livers and gizzards, known as ""70% chickens""",,
"314944","6","020711900080","020711000080","0207 11 90","0207 11","--- Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as ‘65 % chickens’, or otherwise presented","Fresh or chilled, plucked and drawn fowls of species Gallus domesticus, without heads, feet, necks, hearts, livers and gizzards, known as ""65% chickens"", and other forms of fresh or chilled fowl, not cut in pieces (excl. ""83% and 70% chickens"")",,
"314945","5","020712000080","020711000010","0207 12",,"-- Not cut in pieces, frozen","Frozen fowls of the species Gallus domesticus, not cut in pieces",,
"314946","6","020712100080","020712000080","0207 12 10","0207 12","--- Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as ‘70 % chickens’","Frozen fowls of species Gallus domesticus, plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as ""70% chickens""",,
"314947","6","020712900080","020712000080","0207 12 90","0207 12","--- Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as ‘65 % chickens’, or otherwise presented","Frozen fowls of species Gallus domesticus, plucked and drawn, without heads, feet, necks, hearts, livers and gizzards, known as ""65% chickens"", and other forms of fowl, not cut in pieces (excl. ""70% chickens"")",,
"314948","5","020713000080","020711000010","0207 13",,"-- Cuts and offal, fresh or chilled","Fresh or chilled cuts and edible offal of fowls of the species Gallus domesticus",,
"314949","6","020713100010","020713000080",,"0207 13","--- Cuts",,,
"314950","7","020713100080","020713100010","0207 13 10",,"---- Boneless","Fresh or chilled boneless cuts of fowls of the species Gallus domesticus",,
"314951","7","020713200010","020713100010",,,"---- With bone in",,,
"314952","8","020713200080","020713200010","0207 13 20",,"----- Halves or quarters","Fresh or chilled halves or quarters of fowls of the species Gallus domesticus",,
"314953","8","020713300080","020713200010","0207 13 30",,"----- Whole wings, with or without tips","Fresh or chilled whole wings, with or without tips, of fowls of the species Gallus domesticus",,
"314954","8","020713400080","020713200010","0207 13 40",,"----- Backs, necks, backs with necks attached, rumps and wing-tips","Fresh or chilled backs, necks, backs with necks attached, rumps and wing-tips of fowls of the species Gallus domesticus",,
"314955","8","020713500080","020713200010","0207 13 50",,"----- Breasts and cuts thereof","Fresh or chilled breasts and cuts thereof of fowls of the species Gallus domesticus, with bone in",,
"314956","8","020713600080","020713200010","0207 13 60",,"----- Legs and cuts thereof","Fresh or chilled legs and cuts thereof of fowls of the species Gallus domesticus, with bone in",,
"314957","8","020713700080","020713200010","0207 13 70",,"----- Other","Fresh or chilled cuts of fowls of the species Gallus domesticus, with bone in (excl. halves and quarters, whole wings, with or without tips, backs, necks, backs with necks attached, rumps and wing-tips, breasts, legs and parts thereof)",,
"314958","6","020713910010","020713000080",,"0207 13","--- Offal",,,
"314959","7","020713910080","020713910010","0207 13 91",,"---- Livers","Fresh or chilled edible livers of fowls of the species Gallus domesticus",,
"314960","7","020713990080","020713910010","0207 13 99",,"---- Other","Fresh or chilled edible offal of fowls of the species Gallus domesticus (excl. livers)",,
"314961","5","020714000080","020711000010","0207 14",,"-- Cuts and offal, frozen","Frozen cuts and edible offal of fowls of the species Gallus domesticus",,
"314962","6","020714100010","020714000080",,"0207 14","--- Cuts",,,
"314963","7","020714100080","020714100010","0207 14 10",,"---- Boneless","Frozen boneless cuts of fowls of the species Gallus domesticus",,
"314964","7","020714200010","020714100010",,,"---- With bone in",,,
"314965","8","020714200080","020714200010","0207 14 20",,"----- Halves or quarters","Frozen halves or quarters of fowls of the species Gallus domesticus",,
"314966","8","020714300080","020714200010","0207 14 30",,"----- Whole wings, with or without tips","Frozen whole wings, with or without tips, of fowls of the species Gallus domesticus",,
"314967","8","020714400080","020714200010","0207 14 40",,"----- Backs, necks, backs with necks attached, rumps and wing-tips","Frozen backs, necks, backs with necks attached, rumps and wing-tips of fowls of the species Gallus domesticus",,
"314968","8","020714500080","020714200010","0207 14 50",,"----- Breasts and cuts thereof","Frozen breasts and cuts thereof of fowls of the species Gallus domesticus, with bone in",,
"314969","8","020714600080","020714200010","0207 14 60",,"----- Legs and cuts thereof","Frozen legs and cuts thereof of fowls of the species Gallus domesticus, with bone in",,
"314970","8","020714700080","020714200010","0207 14 70",,"----- Other","Frozen cuts of fowls of the species Gallus domesticus, with bone in (excl. halves or quarters, whole wings, with or without tips, backs, necks, backs with necks attached, rumps and wing-tips, breasts, legs and cuts thereof)",,
"314971","6","020714910010","020714000080",,"0207 14","--- Offal",,,
"314972","7","020714910080","020714910010","0207 14 91",,"---- Livers","Frozen edible livers of fowls of the species Gallus domesticus",,
"314973","7","020714990080","020714910010","0207 14 99",,"---- Other","Frozen edible offal of fowls of the species Gallus domesticus (excl. livers)",,
"314974","4","020724000010","020700000080",,"0207","- Of turkeys",,,
"314975","5","020724000080","020724000010","0207 24",,"-- Not cut in pieces, fresh or chilled","Fresh or chilled turkeys of the species domesticus, not cut in pieces",,
"314976","6","020724100080","020724000080","0207 24 10","0207 24","--- Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as ‘80 % turkeys’","Fresh or chilled, plucked and drawn turkeys of the species domesticus, without heads and feet but with necks, hearts, livers and gizzards, known as ""80% turkeys""",,
"314977","6","020724900080","020724000080","0207 24 90","0207 24","--- Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as ‘73 % turkeys’, or otherwise presented","Fresh or chilled, plucked and drawn turkeys of the species domesticus, without heads, feet, necks, hearts, livers and gizzards, known as ""73% turkeys"", and other forms of fresh or chilled turkeys, not cut in pieces (excl. ""80% turkeys"")",,
"314978","5","020725000080","020724000010","0207 25",,"-- Not cut in pieces, frozen","Frozen turkeys of the species domesticus, not cut into pieces",,
"314979","6","020725100080","020725000080","0207 25 10","0207 25","--- Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as ‘80 % turkeys’","Frozen turkeys of the species domesticus, plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as ""80% turkeys""",,
