"Order","Level","Code","Parent","Code","Parent","Supplementary unit","Description","Self-explanatory texts","Description of supplementary unit","Unit","Explanatory notes","Unit","Illustration","Illustration"
"58108","6","401213100080","401213000080","4012 13 10","4012 13","p/st","- - - For use on civil aircraft","Retreaded tyres of rubber, for civil aircraft","Number of items",,,,,
"58109","6","401213900080","401213000080","4012 13 90","4012 13","p/st","- - - Other","Retreaded pneumatic tyres, of rubber (excl. for civil aircraft of subheading 4012.13.10 and pneumatic tyres of a kind used on motor cars, station wagons, racing cars, buses and lorries)","Number of items",,,,,
"58110","5","401219000080","401211000010","4012 19 00",,"p/st","- - Other","Retreaded pneumatic tyres, of rubber (excl. of a kind used on motor cars, station wagons, racing cars, buses, lorries and aircraft)","Number of items",,,,,
"58111","4","401220000080","401200000080","4012 20","4012",,"- Used pneumatic tyres","Used pneumatic tyres of rubber",,,,,,
"58112","5","401220100080","401220000080","4012 20 10","4012 20","p/st","- - For use on civil aircraft","Used pneumatic tyres of rubber, for civil aircraft","Number of items",,,,,
"58113","5","401220900080","401220000080","4012 20 90","4012 20","p/st","- - Other","Used pneumatic tyres of rubber (excl. those for civil aircraft of subheading 4012.20.10)","Number of items",,,,,
"58114","4","401290000080","401200000080","4012 90","4012",,"- Other","Solid or cushion tyres, interchangeable tyre treads and tyre flaps, of rubber",,,,,,
"58115","5","401290200080","401290000080","4012 90 20","4012 90",,"- - Solid or cushion tyres","Solid or cushion tyres, of rubber",,,,,,
"58116","5","401290300080","401290000080","4012 90 30","4012 90",,"- - Tyre treads","Tyre treads, of rubber",,,,,,
"58117","5","401290900080","401290000080","4012 90 90","4012 90",,"- - Tyre flaps","Tyre flaps, of rubber",,,,,,
"58118","3","401300000080","400020000090","4013","40",,"Inner tubes, of rubber","Inner tubes, of rubber",,,,,,
"58119","4","401310000080","401300000080","4013 10","4013",,"- Of a kind used on motor cars (including station wagons and racing cars), buses or lorries","Inner tubes, of rubber, of a kind used on motor cars, incl. station wagons and racing cars, buses and lorries",,,,,,
"58120","5","401310100080","401310000080","4013 10 10","4013 10","p/st","- - Of the kind used on motor cars (including station wagons and racing cars)","Inner tubes, of rubber, of a kind used on motor cars, incl. station wagons and racing cars","Number of items",,,,,
"58121","5","401310900080","401310000080","4013 10 90","4013 10","p/st","- - Of the kind used on buses or lorries","Inner tubes, of rubber, of a kind used on buses or lorries","Number of items",,,,,
"58122","4","401320000080","401300000080","4013 20 00","4013","p/st","- Of a kind used on bicycles","Inner tubes, of rubber, of a kind used for bicycles","Number of items",,,,,
"58123","4","401390000080","401300000080","4013 90 00","4013","p/st","- Other","Inner tubes, of rubber (excl. those of a kind used on motor cars, incl. station wagons and racing cars, buses, lorries and bicycles)","Number of items",,,,,
"58124","3","401400000080","400020000090","4014","40",,"Hygienic or pharmaceutical articles (including teats), of vulcanised rubber other than hard rubber, with or without fittings of hard rubber","Hygienic or pharmaceutical articles, incl. teats, of vulcanised rubber (excl. hard rubber), with or without fittings of hard rubber, n.e.s. (excl. articles of apparel and clothing accessories, incl. gloves, for all purposes)",,,,,,
"58125","4","401410000080","401400000080","4014 10 00","4014",,"- Sheath contraceptives","Sheath contraceptives, of vulcanised rubber (excl. hard rubber)",,,,,,
"58126","4","401490000080","401400000080","4014 90","4014",,"- Other","Hygienic or pharmaceutical articles, incl. teats, of vulcanised rubber (excl. hard rubber), with or without fittings of hard rubber, n.e.s. (excl. sheath contraceptives and articles of apparel and clothing accessories, incl. gloves, for all purposes)",,,,,,
"58127","5","401490100080","401490000080","4014 90 10","4014 90",,"- - Teats, nipple shields, and similar articles for babies","Teats, nipple shields, and similar articles for babies, of vulcanised rubber (excl. hard rubber), with or without fittings of hard rubber or plastic",,,,,,
"58128","5","401490900080","401490000080","4014 90 90","4014 90",,"- - Other","Hygienic or pharmaceutical articles, of vulcanised rubber (excl. hard rubber), with or without fittings of hard rubber, n.e.s. (excl. teats, nipple shields and similar articles for babies, sheath contraceptives and articles of apparel and clothing accessories, incl. gloves, for all purposes)",,,,,,
"58129","3","401500000080","400020000090","4015","40",,"Articles of apparel and clothing accessories (including gloves, mittens and mitts), for all purposes, of vulcanised rubber other than hard rubber","Articles of apparel and clothing accessories, incl. gloves, mittens and mitts, for all purposes, of vulcanised rubber (excl. hard rubber and footwear and headgear and parts thereof)",,,,,,
"58130","4","401511000010","401500000080",,"4015",,"- Gloves, mittens and mitts",,,,,,,
"58131","5","401511000080","401511000010","4015 11 00",,"pa","- - Surgical","Surgical gloves, of vulcanised rubber (excl. fingerstalls)","Number of pairs",,,,,
"58132","5","401519000080","401511000010","4015 19",,,"- - Other","Gloves, mittens and mitts, of vulcanised rubber (excl. surgical gloves)",,,,,,
"58133","6","401519100080","401519000080","4015 19 10","4015 19","pa","- - - Household gloves","Household gloves, of vulcanised rubber","Number of pairs",,,,,
"58134","6","401519900080","401519000080","4015 19 90","4015 19","pa","- - - Other","Gloves, mittens and mitts, of vulcanised rubber (excl. household and surgical gloves)","Number of pairs",,,,,
"58135","4","401590000080","401500000080","4015 90 00","4015",,"- Other","Articles of apparel and clothing accessories, for all purposes, of vulcanised rubber (excl. hard rubber and footwear and headgear and parts thereof, and gloves, mittens and mitts)",,,,,,
"58136","3","401600000080","400020000090","4016","40",,"Other articles of vulcanised rubber other than hard rubber","Articles of vulcanised rubber (excl. hard rubber), n.e.s.",,,,,,
"58137","4","401610000080","401600000080","4016 10","4016",,"- Of cellular rubber","Articles of cellular rubber, n.e.s.",,,,,,
"58138","5","401610100080","401610000080","4016 10 10","4016 10",,"- - For technical uses, for use in civil aircraft","Articles of cellular rubber for technical uses, for use in civil aircraft, n.e.s.",,,,,,
"58139","5","401610900080","401610000080","4016 10 90","4016 10",,"- - Other","Articles of cellular rubber, n.e.s. (excl. articles for technical uses, for use in civil aircraft, subheading 4016.10.10)",,,,,,
"58140","4","401691000010","401600000080",,"4016",,"- Other",,,,,,,
"58141","5","401691000080","401691000010","4016 91 00",,,"- - Floor coverings and mats","Floor coverings and mats, of vulcanised rubber (excl. hard rubber), with chamfered sides, rounded corners or shaped edges or otherwise worked (excl. those simply cut to rectangular or square shape and goods of cellular rubber)",,,,,,
"58142","5","401692000080","401691000010","4016 92 00",,,"- - Erasers","Erasers, of vulcanised rubber (excl. hard rubber), conditioned (excl. those simply cut to rectangular or square shape)",,,,,,
"58143","5","401693000080","401691000010","4016 93",,,"- - Gaskets, washers and other seals","Gaskets, washers and other seals, of vulcanised rubber (excl. hard rubber and those of cellular rubber)",,,,,,
"58144","6","401693100080","401693000080","4016 93 10","4016 93",,"- - - For technical uses, for use in civil aircraft","Gaskets, washers and other seals, of vulcanised rubber (excl. hard rubber), for technical uses, for use in civil aircraft (excl. those of cellular rubber)",,,,,,
"58145","6","401693900080","401693000080","4016 93 90","4016 93",,"- - - Other","Gaskets, washers and other seals, of vulcanised rubber (excl. hard rubber and those of cellular rubber and those for technical uses, for use in civil aircraft, subheading 4016.93.10)",,,,,,
"58146","5","401694000080","401691000010","4016 94 00",,,"- - Boat or dock fenders, whether or not inflatable","Boat or dock fenders, whether or not inflatable, of vulcanised rubber (excl. hard rubber and those of cellular rubber)",,,,,,
"58147","5","401695000080","401691000010","4016 95 00",,,"- - Other inflatable articles","Inflatable mattresses and cushions and other inflatable articles, of vulcanised rubber (excl. hard rubber and fenders, boats, rafts and other floating devices, and hygienic or pharmaceutical articles)",,,,,,
"58148","5","401699000080","401691000010","4016 99",,,"- - Other","Articles of vulcanised rubber (excl. hard rubber), n.e.s.",,,,,,
"58149","6","401699100080","401699000080","4016 99 10","4016 99",,"- - - For technical uses, for use in civil aircraft","Articles of vulcanised rubber (excl. hard rubber), for technical uses, for use in civil aircraft, n.e.s. (excl. those of cellular rubber, and gaskets, washers and other seals)",,,,,,
"58150","6","401699300010","401699000080",,"4016 99",,"- - - Other",,,,,,,
"58151","7","401699300080","401699300010","4016 99 30",,,"- - - - Expander sleeves","Expander sleeves of vulcanised rubber (excl. hard rubber)",,,,,,
"58152","7","401699520010","401699300010",,,,"- - - - Other",,,,,,,
"58153","8","401699520020","401699520010",,,,"- - - - - For motor vehicles of headings 8701 to 8705",,,,,,,
"58154","9","401699520080","401699520020","4016 99 52",,,"- - - - - - Rubber-to-metal bonded parts","Rubber-to-metal bonded parts of vulcanised rubber (excl. hard rubber), of a type intended exclusively or mainly for use in motor vehicles of heading 8701 to 8705 (excl. those of cellular rubber)",,,,,,
"58155","9","401699580080","401699520020","4016 99 58",,,"- - - - - - Other","Articles of vulcanised rubber (excl. hard rubber), of a type intended exclusively or mainly for use in motor vehicles of heading 8701 to 8705, n.e.s. (excl. those of cellular rubber, and rubber-to-metal bonded parts)",,,,,,
"58156","8","401699820010","401699520010",,,,"- - - - - Other",,,,,,,
"58157","9","401699820080","401699820010","4016 99 82",,,"- - - - - - Rubber-to-metal bonded parts","Rubber-to-metal bonded parts of vulcanised rubber (excl. hard rubber and those of cellular rubber and those of a type intended exclusively or mainly for use in motor vehicles of heading 8701 to 8705)",,,,,,
"58158","9","401699880080","401699820010","4016 99 88",,,"- - - - - - Other","Articles of vulcanised rubber, n.e.s. (excl. hard rubber and those of cellular rubber)",,,,,,
"58159","3","401700000080","400020000090","4017 00","40",,"Hard rubber (for example, ebonite) in all forms, including waste and scrap; articles of hard rubber","Hard rubber, e.g. ebonite, in all forms, incl. waste and scrap; articles of hard rubber, n.e.s.",,,,,,
"58160","4","401700100080","401700000080","4017 00 10","4017 00",,"- Hard rubber (for example, ebonite) in all forms, including waste and scrap","Hard rubber, e.g. ebonite, in all forms, incl. waste and scrap",,,,,,
"58161","4","401700900080","401700000080","4017 00 90","4017 00",,"- Articles of hard rubber","Articles of hard rubber, n.e.s.",,,,,,
"58162","1","410010000090",," VIII",,,"SECTION VIII - RAW HIDES AND SKINS, LEATHER, FURSKINS AND ARTICLES THEREOF; SADDLERY AND HARNESS; TRAVEL GOODS, HANDBAGS AND SIMILAR CONTAINERS; ARTICLES OF ANIMAL GUT (OTHER THAN SILKWORM GUT)",,,,,,,
"58163","2","410020000090","410010000090","41"," VIII",,"CHAPTER 41 - RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER","RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER",,,,,,
"58164","3","410100000080","410020000090","4101","41",,"Raw hides and skins of bovine (including buffalo) or equine animals (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not dehaired or split","Raw hides and skins of bovine ""incl. buffalo"" or equine animals, fresh, or salted, dried, limed, pickled or otherwise preserved, whether or not dehaired or split (excl. tanned, parchment-dressed or further prepared)",,,,,,
